Player_ID,Name,Team,Opponent,Status,Price,Projection,SD,Floor,Ceiling,Position1,Position2
8002449,Shaun Mannagh,GEE,ADE,Start,12160,75.4,27.11253849,48.3,129.6,FWD,MID
8002450,Connor O'Sullivan,GEE,ADE,Start,9000,56.4,23.33023789,33.1,103.1,DEF,
8002451,George Stevens,GEE,ADE,Not Named,6000,0,20.56,-20.6,41.1,MID,
8002452,Oliver Wiltshire,GEE,ADE,Not Named,6000,0,14.36,-14.4,28.7,FWD,MID
8002509,Toby Murray,ADE,GEE,Not Named,6000,0,18.84,-18.8,37.7,RK,
8002526,Sid Draper,ADE,GEE,Start,8390,55.6,7.93200269,47.7,71.5,MID,
8002527,Tyler Welsh,ADE,GEE,Not Named,6000,0,15.2,-15.2,30.4,FWD,
8002554,Xavier Ivisic,GEE,ADE,Not Named,6000,0,22,-22,44,MID,
8002555,Keighton Matofai-Forbes,GEE,ADE,Not Named,6000,0,16.4,-16.4,32.8,FWD,
8002556,Jacob Molier,GEE,ADE,Not Named,6000,0,17.24,-17.2,34.5,RK,
8002557,Joe Pike,GEE,ADE,Not Named,6000,0,23.2,-23.2,46.4,RK,
8002558,Jay Polkinghorne,GEE,ADE,Not Named,6000,0,17.92,-17.9,35.8,FWD,
8002559,Patrick Retschko,GEE,ADE,Not Named,6000,0,16.48,-16.5,33,MID,
