Player_ID,Name,Team,Opponent,Status,Price,Projection,SD,Floor,Ceiling,Position1,Position2
8000751,Andrew McGrath,ESS,MEL,Start,11710,75.7,20.04630548,55.7,115.8,DEF,
8000824,Jake Melksham,MEL,ESS,Start,6930,49.4,23.16056524,26.2,95.7,FWD,
8000929,Matt Guelfi,ESS,MEL,Not Named,9110,0,20.49411293,-20.5,41,FWD,
8000969,Bayley Fritsch,MEL,ESS,Start,7560,52.7,21.70419272,31,96.1,FWD,
8000971,Charlie Spargo,MEL,ESS,Start,6930,54.1,17.37560115,36.7,88.9,FWD,
8001367,Shane McAdam,MEL,ESS,Not Named,8050,0,20.16121526,-20.2,40.3,FWD,
8001373,Tom Fullarton,MEL,ESS,Not Named,6000,0,17.47445922,-17.5,34.9,FWD,
8001419,Jye Caldwell,ESS,MEL,Not Named,15450,0,24.84703202,-24.8,49.7,MID,
8001431,Marty Hore,MEL,ESS,Not Named,7620,0,22.21302368,-22.2,44.4,DEF,
8001556,Trent Rivers,MEL,ESS,Start,12090,73.9,21.06160945,52.8,116,DEF,MID
8001729,Harry Sharp,MEL,ESS,Start,6000,0,23.24124057,-23.2,46.5,FWD,MID
8001744,Nik Cox,ESS,MEL,Not Named,7340,0,20.77067403,-20.8,41.5,MID,
8001748,Zach Reid,ESS,MEL,Start,7820,53.4,21.68577246,31.7,96.8,DEF,
8001776,Bailey Laurie,MEL,ESS,Not Named,6000,0,18.70342701,-18.7,37.4,MID,FWD
8001822,Daniel Turner,MEL,ESS,Not Named,6000,0,19.44350791,-19.4,38.9,FWD,
8001845,Ben Hobbs,ESS,MEL,Start,9580,63.2,24.48293033,38.7,112.2,FWD,MID
8001878,Blake Howes,MEL,ESS,Not Named,6660,0,20.96418556,-21,41.9,DEF,
8001879,Judd McVee,MEL,ESS,Not Named,8960,0,14.94812247,-14.9,29.9,DEF,
8001880,Andy Moniz-Wakefield,MEL,ESS,Not Named,7650,0,11.62181856,-11.6,23.2,DEF,
8001882,Taj Woewodin,MEL,ESS,Not Named,6000,0,16.83123514,-16.8,33.7,MID,FWD
8001951,Jye Menzie,ESS,MEL,Start,6000,42.3,18.7068081,23.6,79.7,FWD,
8001960,Jai Culley,MEL,ESS,Not Named,6000,0,24.16358392,-24.2,48.3,MID,
8002289,Alwyn Davey Jnr,ESS,MEL,Not Named,6000,0,15.79765139,-15.8,31.6,FWD,
8002290,Lewis Hayes,ESS,MEL,Not Named,6000,0,21.44,-21.4,42.9,DEF,
8002293,Elijah Tsatas,ESS,MEL,Not Named,10060,0,23.66215197,-23.7,47.3,MID,
8002321,Jed Adams,MEL,ESS,Not Named,6000,0,14.8,-14.8,29.6,DEF,
8002323,Matthew Jefferson,MEL,ESS,Not Named,6000,0,23.33452378,-23.3,46.7,FWD,
8002324,Oliver Sestan,MEL,ESS,Not Named,6000,0,21.04,-21,42.1,MID,
8002326,Will Verrall,MEL,ESS,Not Named,6000,0,20.2,-20.2,40.4,MID,
8002438,Nate Caddy,ESS,MEL,Start,8260,51.2,15.97714714,35.2,83.2,FWD,
8002439,Luamon Lual,ESS,MEL,Not Named,6000,0,15.72,-15.7,31.4,DEF,
8002440,Archie Roberts,ESS,MEL,Start,12050,71.8,13.57518745,58.2,99,DEF,MID
8002441,Vigo Visentini,ESS,MEL,Not Named,6000,0,17.04,-17,34.1,FWD,RK
8002458,Kynan Brown,MEL,ESS,Not Named,6000,0,0.707106781,-0.7,1.4,MID,FWD
8002459,Koltyn Tholstrup,MEL,ESS,Not Named,8360,0,21.08316864,-21.1,42.2,FWD,MID
8002515,Saad El-Hawli,ESS,MEL,Start,6000,0,24.28,-24.3,48.6,MID,DEF
8002517,Luker Kentfield,MEL,ESS,Not Named,6000,0,13.64,-13.6,27.3,FWD,
8002540,Angus Clarke,ESS,MEL,Not Named,6000,0,19.84,-19.8,39.7,DEF,
8002541,Archer Day-Wicks,ESS,MEL,Not Named,6000,0,19.84,-19.8,39.7,FWD,MID
8002542,Thomas Edwards,ESS,MEL,Not Named,6000,0,21.92,-21.9,43.8,FWD,
8002543,Kayle Gerreyn,ESS,MEL,Not Named,6000,0,15.28,-15.3,30.6,FWD,
8002544,Zak Johnson,ESS,MEL,Not Named,6000,0,24.08,-24.1,48.2,DEF,
8002546,Jayden Nguyen,ESS,MEL,Not Named,6000,0,17.8,-17.8,35.6,DEF,MID
8002547,Rhys Unwin,ESS,MEL,Not Named,6000,0,19.28,-19.3,38.6,MID,
8002564,Aidan Johnson,MEL,ESS,Not Named,6000,0,9.192388155,-9.2,18.4,FWD,RK
8002567,Ricky Mentha,MEL,ESS,Not Named,6000,0,14.68,-14.7,29.4,FWD,DEF
