Player_ID,Name,Team,Opponent,Position1,Position2,Price,Projection,SD,Floor,Ceiling,FPPG,Form,Projected_Ownership,Exposure,MIN,MAX,GPP_Score
8001011,Liam Ryan,WCE,ESS,FWD,,9110,57.8,20.87272703,36.9,99.5,59.67,59.67,7,0,0,80,89
8000946,Tim Kelly,WCE,ESS,MID,,12340,77,23.81690748,53.2,124.6,65.75,66.67,10,0,0,80,112
8000751,Andrew McGrath,ESS,WCE,DEF,,11860,74.8,19.98499049,54.8,114.8,70,58,13,0,0,80,104
8000799,Will Setterfield,ESS,WCE,MID,,14540,87.9,25.08819732,62.8,138.1,104,104,42,0,0,80,125
8000744,Sam Draper,ESS,WCE,RK,,13120,77.2,19.75149786,57.4,116.7,78.75,75.67,40,0,0,80,106
8000546,Jayden Hunt,WCE,ESS,MID,,8010,55.6,23.79070374,31.8,103.2,45.6,50,14,0,0,80,91
8000389,Jade Gresham,ESS,WCE,FWD,,9630,58.9,20.80319559,38.1,100.5,67.25,75,13,0,0,80,90
8001845,Ben Hobbs,ESS,WCE,FWD,MID,11410,66.1,24.51128592,41.6,115.1,61.5,63,24,0,0,80,102
8000344,Jeremy McGovern,WCE,ESS,DEF,,11130,74,19.0643185,54.9,112.1,64,64,11,0,0,80,102
8000150,Peter Wright,ESS,WCE,FWD,RK,10470,66.7,23.07937999,43.6,112.9,0,0,26,0,0,80,101
8001816,Sam Durham,ESS,WCE,MID,,13970,84,20.63734043,63.4,125.3,82.25,84.67,24,0,0,80,114
8002438,Nate Caddy,ESS,WCE,FWD,,8670,50.4,15.44949233,35,81.3,49.5,47,8,0,0,80,73
8000092,Dylan Shiel,ESS,WCE,MID,,14680,79.1,22.74829368,56.4,124.6,81.75,83,31,0,0,80,113
8001910,Brady Hough,WCE,ESS,DEF,,7950,57.6,19.62627996,38,96.9,50.8,41,11,0,0,80,87
8002602,Hamish Davis,WCE,ESS,MID,FWD,6000,42.4,0.707106781,41.7,43.8,18.5,18.5,17,0,0,80,43
8002545,Isaac Kako,ESS,WCE,FWD,,7640,50.4,4.654746681,45.7,59.7,45.5,43.67,12,0,0,80,57
8002515,Saad El-Hawli,ESS,WCE,MID,DEF,8000,0,39.59797975,-39.6,79.2,45,45,0,0,0,0,59
8002492,Harley Reid,WCE,ESS,MID,DEF,10780,64.4,14.36860002,50,93.1,57.6,62.67,24,0,0,80,85
8002375,Ryan Maric,WCE,ESS,DEF,,11740,68.8,19.64899203,49.2,108.1,71.4,84,17,0,0,80,98
8002359,Elijah Hewett,WCE,ESS,MID,FWD,8020,52.8,20.61481478,32.2,94,40.67,40.67,17,0,0,80,83
8002440,Archie Roberts,ESS,WCE,DEF,MID,13600,76.2,16.57666174,59.6,109.4,87.5,91.67,28,0,0,80,101
8002357,Tyrell Dewar,WCE,ESS,DEF,,6880,53.9,22.07768653,31.8,98.1,55.2,47,18,0,0,80,87
8001951,Jye Menzie,ESS,WCE,FWD,,8170,48,20.41415735,27.6,88.8,50.33,50.33,10,0,0,80,78
8002358,Reuben Ginbey,WCE,ESS,DEF,,8310,55.3,17.23213465,38.1,89.8,58.2,55,10,0,0,80,81
8000331,Jamie Cripps,WCE,ESS,FWD,,9200,62.1,22.47338533,39.6,107,59.4,63.67,10,0,0,80,95
8000575,Mason Redman,ESS,WCE,DEF,,12980,83.8,24.4286672,59.4,132.7,80.25,79.67,17,0,0,80,120
8002604,Tom Gross,WCE,ESS,MID,,7830,0,7.071067812,-7.1,14.1,67,67,0,0,0,0,10
